Id,SalePrice
1461,110098.9098
1462,164098.7125
1463,189909.3977
1464,198944.4858
1465,204019.8985
1466,172975.7476
1467,171829.345
1468,158935.3539
1469,212768.9788
1470,114216.4061
1471,162711.8871
1472,94878.76538
1473,93417.81409
1474,149579.5542
1475,111132.8183
1476,375168.6556
1477,261168.8119
1478,303083.2188
1479,296828.5546
1480,486517.611
1481,313204.4782
1482,205857.9574
1483,175131.8705
1484,158658.6645
1485,177953.3564
1486,192933.0819
1487,329260.0476
1488,217476.3866
1489,204210.0896
1490,259566.8899
1491,202021.3831
1492,104155.574
1493,182333.3349
1494,302367.6765
1495,290000.5827
1496,245277.4969
1497,173881.6079
1498,171143.0729
1499,159510.1941
1500,149715.5456
1501,198959.3465
1502,132789.863
1503,358985.2797
1504,235879.8852
1505,225822.9214
1506,199141.7166
1507,263303.7261
1508,201234.0101
1509,158243.4426
1510,146303.0143
1511,160240.3553
1512,180530.745
1513,157952.796
1514,167958.6064
1515,218594.58
1516,154016.0094
1517,181852.2419
1518,122062.2654
1519,222578.8211
1520,120081.4266
1521,136990.1215
1522,193441.4945
1523,113118.7985
1524,128860.5161
1525,118389.481
1526,104704.3668
1527,106725.999
1528,135253.4894
1529,163710.6804
1530,212064.1549
1531,117267.7025
1532,93895.23418
1533,171489.5592
1534,116799.2062
1535,157250.1523
1536,91915.03714
1537,49919.81709
1538,154521.4514
1539,210057.4272
1540,116264.5761
1541,143889.1102
1542,164064.5818
1543,194499.6825
1544,75049.34173
1545,120379.2838
1546,129274.7186
1547,136215.577
1548,148340.0926
1549,120694.2977
1550,139917.8957
1551,106608.6713
1552,154843.3893
1553,159426.9463
1554,112633.3628
1555,158538.204
1556,37887.53587
1557,140291.308
1558,108513.0862
1559,57896.32758
1560,119328.6169
1561,157974.1837
1562,130052.0736
1563,131733.8058
1564,166216.3163
1565,156923.7483
1566,228067.3152
1567,78686.97647
1568,219555.6758
1569,139642.8519
1570,124434.0221
1571,94831.15904
1572,155037.0522
1573,276224.2102
1574,145278.5727
1575,237331.7835
1576,234549.6657
1577,184366.6189
1578,157337.1429
1579,130436.6774
1580,191838.4814
1581,152064.7623
1582,133901.1058
1583,284525.0283
1584,221715.8226
1585,133165.7181
1586,83563.05944
1587,100216.6246
1588,161213.3287
1589,108873.5815
1590,127566.2987
1591,96412.07512
1592,139131.9281
1593,127204.9656
1594,142686.5312
1595,117189.2064
1596,231278.3991
1597,202269.4653
1598,218284.555
1599,201684.4625
1600,178853.683
1601,59497.37443
1602,126656.632
1603,40782.72826
1604,280743.249
1605,228501.9031
1606,151422.6114
1607,169094.0105
1608,202457.0942
1609,185606.8721
1610,154507.3846
1611,131851.0475
1612,187046.3077
1613,165934.0591
1614,141651.675
1615,92830.19379
1616,71882.36378
1617,84133.57265
1618,131771.0496
1619,142269.8823
1620,182327.4607
1621,133553.5006
1622,148210.8842
1623,255379.6957
1624,202979.506
1625,111251.3585
1626,167017.7302
1627,190616.2612
1628,280143.5379
1629,177336.9944
1630,369672.3183
1631,243086.1576
1632,250651.8
1633,166308.4156
1634,180141.1337
1635,168247.2149
1636,140288.7338
1637,201981.8292
1638,180467.5699
1639,183070.1198
1640,245381.1603
1641,182056.6288
1642,251480.6323
1643,215681.8553
1644,234393.2169
1645,216830.166
1646,150962.5622
1647,152443.6032
1648,128219.7685
1649,124240.3331
1650,104086.0999
1651,113268.9078
1652,97669.2975
1653,93033.9534
1654,145997.9215
1655,123870.1725
1656,141457.2321
1657,156873.9718
1658,144863.0492
1659,128038.7064
1660,147971.6679
1661,441961.3694
1662,386577.4553
1663,386351.9109
1664,530523.7887
1665,331246.0188
1666,321256.2923
1667,380303.553
1668,354720.8215
1669,310319.6025
1670,355029.5139
1671,265754.2328
1672,407850.0493
1673,292640.0772
1674,243765.6697
1675,203287.8455
1676,203696.346
1677,218754.4753
1678,476495.1561
1679,388128.2622
1680,340319.0902
1681,275423.684
1682,316003.574
1683,190902.9336
1684,166349.1895
1685,166514.9549
1686,159896.9251
1687,160827.0554
1688,181422.3669
1689,184135.0993
1690,185085.7506
1691,172405.6851
1692,253265.366
1693,167892.1803
1694,179728.0444
1695,163930.8038
1696,264810.0305
1697,175133.2522
1698,341631.0478
1699,326567.8913
1700,266565.3288
1701,278165.3324
1702,235641.1262
1703,221934.2474
1704,268856.2231
1705,237617.3214
1706,387586.7971
1707,228499.1906
1708,202130.2915
1709,248033.4586
1710,221538.84
1711,267476.3012
1712,252982.8008
1713,282371.012
1714,229666.0244
1715,206703.6846
1716,186235.8077
1717,171291.4392
1718,149620.8318
1719,228312.2194
1720,244401.378
1721,145848.8293
1722,114680.7359
1723,149373.4227
1724,214303.5071
1725,241056.026
1726,185432.5799
1727,149520.2899
1728,150804.0751
1729,171939.2553
1730,159177.7438
1731,110796.7185
1732,132022.6137
1733,116329.1652
1734,122711.8972
1735,88072.6046
1736,90976.2662
1737,284564.4085
1738,261048.2553
1739,250404.8152
1740,225522.5999
1741,195321.823
1742,178512.7024
1743,166113.3721
1744,366742.1854
1745,222898.8949
1746,187915.7076
1747,217826.8149
1748,228862.9328
1749,131221.1155
1750,133376.4102
1751,231145.3986
1752,104810.3765
